31.10.2020	84483554	313	15231
31.10.2020	84207733	303	50479
31.10.2020	84207736	26953	1
31.10.2020	84207737	73	50197
31.10.2020	84207739	16	33883
31.10.2020	84207752	10174	22036
31.10.2020	84207754	2802	10035
31.10.2020	84207760	25	46481
31.10.2020	84207771	44	57150
31.10.2020	84105169	0	5588
31.10.2020	84207776	9	37625
31.10.2020	84207777	2599	28316
31.10.2020	84207783	5504	43891
31.10.2020	84207784	712	51310
31.10.2020	84207796	2404	62545
31.10.2020	84207840	319	80675
31.10.2020	84207845	598	63430
31.10.2020	84207867	2012	63676
31.10.2020	84207869	1752	46255
31.10.2020	84207893	1236	49668
31.10.2020	84207895	4380	60707
31.10.2020	84207896	3107	63291
31.10.2020	84207898	2455	43139
31.10.2020	84207900	3335	61168
31.10.2020	84207901	9	79600
31.10.2020	84207902	441	69963
31.10.2020	84207991	6651	2197
31.10.2020	84208010	5661	11789
31.10.2020	84208016	104	58454
31.10.2020	84208022	1308	74931
31.10.2020	84208032	422	73664
31.10.2020	84208042	366	95600
31.10.2020	84208045	8	83943
31.10.2020	84208046	35	74028
31.10.2020	84208047	184	72684
31.10.2020	84208051	36	73705
31.10.2020	84208052	3288	68014
31.10.2020	84208053	42	76965
31.10.2020	84208055	1760	73776
31.10.2020	84208058	352	79324
31.10.2020	84208059	45	46108
31.10.2020	84208100	4614	73295
31.10.2020	84208106	385	78898
31.10.2020	84208107	1843	41475
31.10.2020	84208118	11	48667
31.10.2020	84208119	2369	65055
31.10.2020	84208197	4590	74187
31.10.2020	84208210	32	58883
31.10.2020	84208215	2770	82449
31.10.2020	84208217	14454	84248
31.10.2020	84208222	494	78433
31.10.2020	84230989	1538	78741
31.10.2020	84231004	2502	9026
31.10.2020	84231073	148	42111
31.10.2020	84231080	18	52941
31.10.2020	84231083	65	47238
31.10.2020	84231087	19	73314
31.10.2020	84231104	1491	74559
31.10.2020	84231110	27	49864
31.10.2020	84231114	16	72097
31.10.2020	84231116	4	73659
31.10.2020	84231117	12	66201
31.10.2020	84231120	1	73989
31.10.2020	84231121	119	76623
31.10.2020	84231124	0	73338
31.10.2020	84231129	2357	42196
31.10.2020	84231131	945	69860
31.10.2020	84231136	1	73001
31.10.2020	84231137	203	70769
31.10.2020	84231141	13	56305
31.10.2020	84231146	191	62727
31.10.2020	63077234	105636	74653
31.10.2020	84231314	149	67075
31.10.2020	84231315	548	70276
31.10.2020	84231319	99	70132
31.10.2020	84231320	1441	46923
31.10.2020	84457508	457	24911
31.10.2020	84231524	170	28595
31.10.2020	84231547	12	51961
31.10.2020	84231551	624	67623
31.10.2020	84231556	5	63764
31.10.2020	84231557	1	52668
31.10.2020	84231560	48	45077
31.10.2020	84231561	41	56382
31.10.2020	84231562	42	50631
31.10.2020	03514073	2828	108428
31.10.2020	84231567	367	60998
31.10.2020	84231568	3	46698
